,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.5210374366983765,0.022658099425093003,0.5459885287817013,0.3637327677624602,0.5937528211609642,0.7920372983252564,0.7031396438612934,0.7311133200795228,0.6863636363636364,0.6055181128896377,0.356147021546261,0.12046941301272984,0.3690335956273854,0.2738112581668217,0.15929564537512322,0.3513984438369333,0.13568181818181815,0.30062511839363515,0.3116451848933416,0.1830424388154167,0.6207755247242973,0.14152452025586354,0.6683101748095026,0.4506979944946913,0.6011358383411478,0.6192915563058473,0.5686102236421725,0.9120274914089348,0.5984624482554701,0.4188639643185098
1,0.6431444933503716,0.27257355427798446,0.6157832907193699,0.5015906680805937,0.2898799313893653,0.18176798969388386,0.20360824742268044,0.3487574552683896,0.3797979797979798,0.14132266217354672,0.15643671917436172,0.08258928571428571,0.12444046553267679,0.12565978953974427,0.11938674915864975,0.08132303902424368,0.04696969696969696,0.2538359537791248,0.08453875161816851,0.09111009770186422,0.606901458555674,0.3035714285714286,0.5398177200059766,0.43521431380259534,0.34755332496863234,0.15456335923780695,0.1929712460063898,0.6391752577319588,0.23358959195742177,0.2228781319690411
2,0.6014955748024043,0.3902603990530944,0.5957432105590491,0.44941675503711553,0.5143089284102194,0.4310165020550887,0.46251171508903466,0.635685884691849,0.5095959595959596,0.21124684077506323,0.22962158247329345,0.09430251060820367,0.18037035291900294,0.16292178902423993,0.15083115205493422,0.2839546970288701,0.09676767676767675,0.38984656184883504,0.20569032475938534,0.1270055138675843,0.5563856278904304,0.3600746268656717,0.5084416554609295,0.3745084545812033,0.4835897774549297,0.3853751297649193,0.35974440894568693,0.8350515463917525,0.4037058939483541,0.21343303161484986
3,0.21009039708457572,0.36083868785931683,0.23350148573008084,0.10290562036055145,0.8113207547169811,0.8113612661799892,0.5656044985941894,0.5228628230616302,0.7762626262626262,1.0,0.1390910736918341,0.17587517680339462,0.12665504405597697,0.03815479325660538,0.2514532413230445,0.5432150689458348,0.14295454545454545,0.353665466944497,0.7281476895367816,0.28720478697676993,0.2483102098897189,0.3859275053304905,0.24134668061158435,0.09400806134486824,0.915472495542495,0.814011700672352,0.5486421725239616,0.8848797250859107,1.0,0.773711137347501
4,0.6298925647214728,0.1565776124450456,0.6309861101513372,0.48928950159066803,0.43035117811681867,0.3478927673148887,0.4639175257731959,0.518389662027833,0.37828282828282833,0.18681550126368998,0.23382219808075314,0.09306488684582744,0.22056259718230217,0.16368757447730475,0.33235884012645744,0.16791840658515336,0.14363636363636362,0.3570752036370524,0.13617943378173017,0.14579964899188813,0.51974386339381,0.1239339019189766,0.5069475571492605,0.3415749115218246,0.43736379845473156,0.1724151313172473,0.31948881789137384,0.5584192439862543,0.1575004928050464,0.14259477895841538
5,0.2588385631123101,0.20257017247210007,0.2679842443507705,0.14150583244962883,0.6786133429628961,0.4619961965523589,0.36972820993439554,0.4020377733598409,0.5186868686868686,0.5511794439764112,0.08075321383306173,0.11713224893917963,0.0687932902982613,0.03808008248069662,0.19706292279974166,0.23431069186168774,0.09272727272727271,0.21538170107974994,0.19372994878144872,0.14465956358912702,0.2682319459267164,0.312633262260128,0.26390756511778485,0.13674793550924103,0.7127385590701976,0.48278371219838745,0.42771565495207664,0.5982817869415807,0.47703528484131685,0.45493900039354584
6,0.5333427989966397,0.3473114643219479,0.5238753368806578,0.38027571580063624,0.3791640335831002,0.2748911109747869,0.264058106841612,0.36779324055665996,0.3707070707070707,0.15711878685762426,0.12138330617418067,0.09127475247524751,0.1141685906799227,0.08798688078775042,0.08841826154944421,0.08688076426232463,0.05691919191919191,0.19681757908694827,0.08172454550571286,0.04436659618865994,0.5318392031305584,0.41684434968017064,0.5119278848548234,0.34919386551317344,0.48226903519778114,0.2234479145443432,0.3022364217252396,0.663917525773196,0.2952887837571458,0.1878525514889152
7,0.3184722419423542,0.3760568143388569,0.32071038628982107,0.18426299045599148,0.5982666787036202,0.4451260658855286,0.21944704779756327,0.29746520874751486,0.5737373737373737,0.5170598146588038,0.1709216005793952,0.22471711456859975,0.14602082646185738,0.08247696106447916,0.24108508685453992,0.21057770300717998,0.06282828282828282,0.27429437393445727,0.09818765126357855,0.15606041761673783,0.32479544646033426,0.4296375266524521,0.2997659245978386,0.17494101454974437,0.622267714455524,0.33075258802184904,0.21389776357827475,0.5347079037800687,0.3215060122215652,0.3939393939393939
8,0.2848691372047897,0.4095366925938451,0.30205238062331563,0.15961823966065747,0.6740994854202402,0.5331574750015338,0.4355670103092784,0.46486083499005965,0.6515151515151514,0.5040016849199662,0.07054137244251311,0.14184052333804809,0.07769872308344719,0.032719584309242856,0.13658768739164429,0.24610208189383248,0.0897222222222222,0.2322409547262739,0.19063432205774752,0.09860702292608102,0.2689434364994663,0.4986673773987208,0.2778524826933613,0.13618265827762482,0.6546258997556628,0.4975308282640122,0.43051118210862627,0.7079037800687286,0.5545042381233984,0.34212252394070586
9,0.259311846277628,0.4846127832262428,0.27765876580747706,0.14099681866383879,0.5955583641780265,0.6754800318998837,0.5325679475164011,0.42460238568588465,0.48989898989899,0.6838668913226622,0.06739091073691833,0.2737800565770863,0.06040616312491164,0.032009831938109606,0.18479110718292144,0.5251149097245171,0.195530303030303,0.271263496874408,0.14082287386728204,0.31733068004366877,0.2547136250444681,0.7638592750533051,0.23527068081079744,0.1293255996854109,0.7536815690418015,0.9999999999999999,0.8825878594249201,0.7594501718213059,0.5521387739010448,1.0
10,0.42780065313076815,0.4575583361515049,0.4070900421532721,0.2775397667020148,0.2656856549607294,0.14511379669958904,0.07729615745079663,0.1651590457256461,0.23636363636363633,0.14764111204717778,0.0970487054137244,0.18272630834512024,0.08052584460255383,0.06295877085831476,0.07872998606248084,0.05270075404812688,0.027803030303030295,0.14379617351771165,0.09452918331738618,0.07418155687298758,0.4005691924581999,0.5826226012793179,0.3655062503112706,0.23712151002752652,0.3099121706398996,0.12400190160180846,0.11653354632587859,0.3427835051546392,0.27261975162625673,0.19336219336219337
11,0.41644185716314075,0.27663172133919517,0.41330937737544055,0.27041357370095437,0.4014624898438206,0.33685049996932714,0.23322399250234305,0.32833001988071564,0.39494949494949494,0.22872788542544228,0.14278471845011767,0.13806135077793494,0.13226216840220512,0.0884538231371802,0.13794744535472686,0.28808543875987624,0.07047979797979798,0.2428490244364463,0.1716384307986717,0.11225349971670606,0.44432586268231944,0.4067164179104479,0.428756412171921,0.27374164372788046,0.4518919632833653,0.5177110923538143,0.31669329073482433,0.6219931271477663,0.4389907352651291,0.3263806900170537
12,0.5768848502058783,0.5103145079472439,0.6123281044848319,0.4154825026511134,0.4041708043694141,0.6944972701061287,0.48383317713214624,0.5556660039761431,0.6752525252525252,0.590564448188711,0.3056309976462067,0.7089374115983028,0.48593507044244455,0.20433023657167193,0.04847537138389363,0.6062276564424551,0.22449494949494947,0.7747679484750899,0.5200371475206843,0.41268327736550453,0.463536108146567,0.47761194029850756,0.504457393296479,0.2818521431380259,0.2148187281252064,0.3521941186172638,0.2906549520766773,0.6072164948453609,0.31756357185097583,0.30998294634658274
13,0.4197548393203654,0.4815691579303348,0.41400041462234816,0.27113467656415696,0.2832896993770877,0.2478989019078585,0.23284910965323338,0.2666003976143141,0.3974747474747475,0.0720303285593934,0.10566720984971933,0.15863684582743992,0.1011167130000471,0.05561843712527878,0.2738552537648299,0.21786282933277257,0.12755050505050503,0.37734419397613184,0.3085495581696403,0.07279963517267111,0.3169690501600853,0.41684434968017064,0.30673838338562687,0.16990267400707823,0.27689361421118674,0.16019054826284793,0.1854632587859425,0.3845360824742268,0.24521979105066039,0.051357733175914966
